clade	species	ts	te	ts	te	ts	te	ts	te	ts	te	ts	te	ts	te	ts	te	ts	te	ts	te	ts	te	ts	te	ts	te	ts	te	ts	te	ts	te	ts	te	ts	te	ts	te	ts	te
0.0	1.0	28.695079833234484	21.389825716397585	28.70554073193294	21.3978509328065	28.669695800787743	21.397474128408632	28.74728475224215	21.396705094913766	28.691240646554096	21.417452740681806	28.728503101710697	21.39893881555591	28.728854053631956	21.39189514954665	28.72767483089554	21.409607080345562	28.68490457727187	21.398357223395614	28.683606936192984	21.420609197627858	28.676226137773142	21.37757278897182	28.68384802571327	21.37748519895985	28.6975229983211	21.421230492234823	28.694466176816665	21.408024702150797	28.691790874400866	21.382196255086093	28.677085929338805	21.39838550780537	28.702081744347048	21.387665354701095	28.69274413681889	21.401619274813175	28.70791018709986	21.405386715708918	28.699256625270138	21.370455370180657
0.0	2.0	2.325579012948716	2.072687512054668	2.3210509365496788	2.065776587330923	2.311739741974831	2.081363246045011	2.3191004033785525	2.0790066764630035	2.3416987500842903	2.0750831498743727	2.3163183780298033	2.0771999733068114	2.3148877725974875	2.078108801799145	2.3284988551522368	2.072475545536648	2.3255226004650376	2.064027337843052	2.3224770975339433	2.0611554904851808	2.3185748028041036	2.0745374346952925	2.319185590393936	2.0787281345102127	2.3132564655440593	2.08049054018751	2.3211021324079706	2.0777060598544344	2.320016870202199	2.078322615564191	2.3142288731026692	2.077394318861527	2.318785020514503	2.0748699266274366	2.327215103879423	2.070406722196372	2.329037360487928	2.0572429203602054	2.3116049742976292	2.0781850698642392
0.0	3.0	2.5090846808863247	2.2400486375969737	2.5013063333454393	2.234134069160964	2.4864358875878665	2.2481088229216133	2.497326898638946	2.24646933344583	2.540042384060532	2.2374898974216584	2.494784607826031	2.2432162676426706	2.4990267742585663	2.2441970481943407	2.521319977720854	2.240174695037669	2.507272522227985	2.235028297206275	2.501930761138422	2.2315798552245916	2.5120179542882695	2.242316459340936	2.5086277210328394	2.243720003961011	2.502054363994656	2.2470013885307267	2.5091387594002827	2.24138423385865	2.4990817367290328	2.2460736256891143	2.500763264676602	2.2458825362619272	2.506373631241751	2.2392259572390327	2.5123512742086698	2.236460564167842	2.5103731343910503	2.229240390612754	2.4974158016071444	2.2462887690802957
0.0	4.0	5.556649210585923	0.0	5.58684179809285	0.0	5.545106251219703	0.0	5.557121692571235	0.0	5.545619265576607	0.0	5.547556570267712	0.0	5.550716388172788	0.0	5.540976488626157	0.0	5.575240060443739	0.0	5.560621750828319	0.0	5.5408263846136245	0.0	5.573586805000122	0.0	5.564041634152218	0.0	5.565958583645386	0.0	5.58808309719113	0.0	5.572157187488533	0.0	5.552369776931195	0.0	5.554497975864589	0.0	5.546891524056078	0.0	5.543651663832101	0.0
0.0	5.0	5.259520404772894	0.5552604306922243	5.262709277375976	0.5567612481055499	5.236598961569345	0.55484567794805	5.245357999462846	0.5549755149422738	5.2376592061809	0.5562789335400612	5.232429981084279	0.5530225077170332	5.24443417079986	0.5572665091115473	5.2298836169749805	0.5548868066473915	5.254858871951313	0.5581660679210166	5.248521976556065	0.5596661949254325	5.23991591364784	0.5550767628321672	5.251817815663952	0.5550310455532118	5.265526594876977	0.554354436090452	5.252830933817213	0.5558143369411144	5.263553231498773	0.5554336041350375	5.261472197560117	0.5545044995757294	5.2349667864577105	0.5551311918994652	5.242449757113215	0.5556866033346888	5.237007677786596	0.5596093418765538	5.23454904674221	0.5540454212857836
0.0	6.0	2.4090859107453944	1.0802429563895068	2.4033376383125145	1.078961668776414	2.392758874788112	1.0789306295035004	2.4060510677892237	1.0756022597287582	2.444360714992272	1.0778048910038311	2.3984525223091953	1.0771020856854796	2.4028642614808153	1.076189241732494	2.413575378993582	1.0738590089642943	2.412605405996271	1.0807194928180068	2.404333158900023	1.0833223306057003	2.414244392694758	1.0766792872675965	2.4065002116152328	1.0742084094151005	2.397879087780424	1.076283632782472	2.4082323270753916	1.0789021941815466	2.41080135798519	1.0724283307006233	2.399288461484917	1.078832011212599	2.409001933778824	1.0782510440839728	2.4224583853762507	1.0788213534737223	2.412649065006977	1.082346068013529	2.3983840226131417	1.075552843844024
0.0	7.0	10.42527681138458	9.74061082051829	10.445297155660233	9.646483291372563	10.413431593348415	9.684174446661036	10.425654010583573	9.761691258071544	10.405644159642613	9.763945279492999	10.326447437968405	9.815059137704404	10.439972849641089	9.693981046339633	10.446357208445152	9.624543013852836	10.421714798536811	9.746175254211087	10.425120328954769	9.759450773056898	10.442242426359511	9.724533387030597	10.441112427195257	9.695986209721895	10.453200043766868	9.61677726280223	10.406478085946231	9.78652932997352	10.410328361556987	9.762888130605997	10.46867842670388	9.608439879204946	10.42626943445165	9.757825428451119	10.43830783971826	9.707085010760599	10.431487831789058	9.662326054711002	10.439265461991283	9.65866910246798
0.0	8.0	12.427634415211687	5.077152844533861	12.425985862349874	5.063381792080727	12.412696814253662	5.052845647046777	12.407291555177205	5.04452221744581	12.397407449730377	5.055940059125633	12.335565072302295	5.052590570157735	12.407459753999174	5.043632145896199	12.413041970835753	5.061115222366561	12.406683626357731	5.060476517348985	12.396367917425852	5.084701950041678	12.470061282497614	5.051245109198255	12.401054931652942	5.040077989502183	12.43301389487149	5.034941424291639	12.40239069616918	5.047511860216213	12.409699062463131	5.0492708620035405	12.44247226896783	5.040102846177519	12.395029544144137	5.074098229136736	12.415025862805638	5.085410587557131	12.407276276402062	5.07319273606239	12.407728544162289	5.046140810664215
0.0	9.0	7.3775978675137095	5.648098065230272	7.251536396739434	5.656207312007002	7.196770158391785	5.65036331396541	7.403239183327808	5.655811824014901	7.289402901635745	5.657546169838486	7.317835097132329	5.662318538862334	7.2885064947725775	5.644547213973947	7.26031569184929	5.666601559046382	7.339495232011858	5.652921954728081	7.423167521065253	5.666652564264059	7.355423123885257	5.654964383993638	7.428078628879266	5.644789833088905	7.399843173201814	5.647638315989312	7.277551748677983	5.646496369204494	7.263717961429156	5.648770272542121	7.406860811300628	5.652831438208533	7.3859932813811415	5.6620859822589065	7.244712328439401	5.66187876039267	7.252090501275077	5.66112285082839	7.350322583398284	5.659241634175898
0.0	10.0	19.240539762259917	18.956298801439978	19.226654618870224	18.9639660221666	19.219395357142975	18.957176102013467	19.214753591497637	18.96000170537162	19.255829971072693	18.95479608395794	19.260837178437693	18.95123177083862	19.213656147751585	18.963390036830194	19.259288307670897	18.962232102730173	19.216570164002253	18.960542905438327	19.22897214587696	18.96117880895841	19.264761434390614	18.938147437867187	19.22481243670453	18.958650064181015	19.25074746982248	18.960926223427872	19.217147986981836	18.964047456134892	19.217145977155184	18.962062879605284	19.228084369600936	18.95495815018733	19.235966118907978	18.95867498490948	19.258773435587916	18.95856398840431	19.24501220939132	18.958139316269335	19.275531324277868	18.959045821761745
0.0	11.0	10.19133618685439	9.683943258666933	10.183316921709215	9.670887548775559	10.1666035520494	9.677623727257183	10.182706064990347	9.675768509012448	10.179871864336008	9.653072270799054	10.084054527440985	9.701347318533497	10.183623139927922	9.680366989624638	10.206408513788073	9.652632525047226	10.192139236095569	9.664129419716637	10.198910503435487	9.6629376935666	10.202429738710643	9.67054676525611	10.205822338253961	9.665153230409565	10.230795211362905	9.622637583791398	10.181936159397512	9.676670787996002	10.198053765439592	9.637612980262336	10.22324244916914	9.633553824205473	10.189532718698374	9.6715879020095	10.180475081588463	9.680884785099353	10.194645570534743	9.650429256175691	10.184198280779711	9.657252491831253
0.0	12.0	16.20086847557592	14.287410640337812	16.201452855744204	14.29108440812364	16.28263151137159	14.2849694391041	16.19658901464744	14.271894264809665	16.300832870943605	14.276839053097042	16.31053962304698	14.280284117747843	16.194340447140554	14.300677801864508	16.196630113086485	14.26716471321731	16.204020439825936	14.26934480290244	16.197815227781696	14.256435695852469	16.35648316414952	14.314485078277198	16.1998394895926	14.266366257715168	16.197973198346656	14.287552466017496	16.198270011591603	14.255401383076704	16.19754605198259	14.238831740207578	16.29883635361219	14.319047495258872	16.20390566973856	14.261316395714857	16.19793935822155	14.300185606372779	16.1973893705778	14.284235158975225	16.202365791708694	14.29106725495425
0.0	13.0	16.20005978075428	8.8374486837181	16.203511940125413	8.827945789500497	16.28694595192817	8.822682661047883	16.19865091274394	8.84232583760434	16.30681664427016	8.811280250770446	16.314736899348876	8.793908496689534	16.206937540393636	8.827902772313712	16.200960498183658	8.7894532769881	16.206034466501055	8.827726530936989	16.209021693958967	8.760542984578196	16.365020023327396	8.864652430345602	16.203309260728616	8.829313154325211	16.205529423332173	8.827265542159177	16.200593003992452	8.816702511373354	16.19959070233862	8.764816111446477	16.304118785922018	8.830617281525315	16.20757722878623	8.843506663983614	16.203428867308205	8.812599427457384	16.20115686016631	8.806183501758344	16.205613322498877	8.821267476204486
