age,xco2,xco2_16pc,xco2_84pc
45204.7693105236,1141.87074188451,943.853465227884,1338.84053678452
45600,1065.69929485932,879.770660908678,1250.70862754759
45701,963.775395320441,795.104653759905,1130.75443306611
45753.6006491311,1073.53432418875,885.974369644399,1260.66102013348
46317.0825162846,1089.59069517115,897.804582321977,1280.65941236801
46571,1089.79731583204,897.703231197107,1280.6627567704
46655.1716365767,1067.57823485814,878.64063335429,1255.63011331901
47331.349877161,1102.20124484777,905.987643290253,1296.83100296214
47496,1319.05022791856,1084.08678290759,1554.95705769915
48015.4168638853,1106.33486709902,907.845269005756,1303.99682842059
48015.4168638853,1171.21763780352,960.144995938172,1380.92287316374
48112.476348877,1266.00863693137,1038.74455220284,1493.3298388393
48137,1561.77100935792,1281.48777299256,1844.76437866179
49001,1456.79137772928,1192.90795749733,1720.24789669712
49134.4918520522,1290.1798793586,1054.65788413584,1524.1653163187
49818.5588387766,1247.1527557688,1017.90542745815,1475.26896438333
49831,1188.96804606881,971.030793943294,1405.63572495765
49990.7417297363,1545.63881445788,1262.82707424318,1831.64991701514
49990.7417297363,1495.26470220035,1221.76199062421,1771.80328733512
50541.6145324707,1995.65390918446,1628.1617110579,2371.67746668719
50593.7614440918,1929.84206965424,1568.5447385479,2310.30181020589
50603.2409667969,1972.82107160682,1609.74115736253,2345.27384480501
50603.2409667969,2125.0647221594,1725.91733574811,2551.44798033616
50622.2038269043,1963.39578107878,1601.94614699474,2333.17173142632
50683.0139160156,1739.16994649421,1420.65065148419,2061.52653402127
50705,1236.23297663775,1008.54702237879,1462.67954940168
50856,1151.24879856576,939.423625891814,1361.92100589599
51288.5246276855,1794.50264467009,1465.67253570758,2127.44098220336
51604.8927307129,1377.45744473566,1125.16163641411,1632.06536130389
51631.4735412598,1464.87172099272,1196.62177913211,1736.18915308196
51631.4735412598,1584.89817491929,1292.05468925137,1886.26366765237
51658.0619812012,1715.60084048645,1400.58780918077,2036.0016074276
51658.0619812012,1632.11385040219,1333.47893151682,1933.99588010039
51658.0619812012,1609.53519600052,1314.79508058719,1907.53512614033
51711.2312316895,1874.65703594329,1529.66503950334,2229.16594977006
51980,1271.81642650267,1037.62580820592,1504.55325061095
51980,1118.60722527008,912.087291530469,1323.70055084818
52881.6642761231,1407.61268481152,1150.27992665214,1667.43638805282
52881.6642761231,1180.52134699617,963.38168936526,1396.95925751436
53200,1203.65615588359,982.41376959065,1424.30308443326
53628,1085.88784560259,885.735204104232,1284.9125838169
53871.4714050293,1125.39798206991,918.509884691198,1331.30368541351
53963.0149112748,1010.01288068101,822.999307606955,1197.41788074596
53969.2573686696,815.373318563008,664.032740792217,965.844217339894
54007.8448770976,1003.53122075578,817.033415689315,1192.12211636388
54038.0890980711,1214.18684549869,991.26413601424,1439.71364637262
54044.122860866,1115.38041127546,910.112684475145,1319.30790224988
54047.7431185429,932.760203122528,760.398427389898,1103.6275463572
54049.9716007675,872.451684285575,710.947294213593,1032.60507694604
54050.7520746105,951.258625042356,775.319234153455,1129.09153610981
54051.5325484534,965.501408997587,787.09926607441,1144.0633848669
54052.573180244,855.993292413963,697.475146744862,1013.37375229817
54054.1341279299,779.517693431893,634.873782674808,923.270233184524
54060.4111876148,721.431656314648,587.090100142911,856.950880440387
54080.3023424697,784.611656118077,639.093512680948,929.430650014984
54678,769.77416342128,627.274697327927,910.844258163296
55086.315789,929.719551252041,758.439358227474,1099.72666158683
55505.6736738416,1176.27780739686,958.836707659824,1399.33712032558
55534.5625627305,1160.11949175944,946.47987210527,1376.20722115873
55541,911.712948114618,743.464653195514,1078.73979231296
55551.2292293972,1215.04166542988,990.597054237456,1445.83127814261
55602.3403405083,1074.39484744892,875.546735082509,1277.06400143548
55624.007007175,1335.49874993866,1088.93803680189,1588.4516141925
55634.5625627305,1209.23418542416,980.035360859583,1455.1538899339
55653.66197186,982.757162805514,801.833393835907,1162.42777345397
55654.5625627305,959.117793229966,782.361313039084,1135.33855225468
55676.7847849527,974.640604143858,795.159990863907,1153.57315018482
55702.3403405083,912.297131613599,744.388624653293,1081.48061126986
55723.4514516194,993.233830326477,810.597145390584,1176.65785536127
55747.8958960639,1060.64050840672,864.349171497872,1260.29454330699
55760.8604651154,998.700282196066,814.237926249436,1187.02762990112
55769.007007175,1010.32022020259,824.601318226039,1197.94487687097
55789,977.074329590874,797.674831745207,1155.1232151132
55790.1181182861,1181.18434162941,963.470761817381,1402.32632615749
55793.8372093023,1138.5513009313,929.122940727061,1345.78058706771
55795.7446808511,980.662163727383,800.606429443482,1159.36827260822
55811.2890167236,974.085349114708,793.030331612603,1159.02616475349
55818.7234042553,862.469933918722,703.75411274396,1019.8304652375
55832.4599151611,1222.40029006833,980.4445216169,1490.50270520011
55846.9452667236,1207.76820814334,986.652700246943,1427.48211108374
55852.5165557861,1474.11694502548,1196.83278937083,1769.51055085437
55859.541809082,975.148896080608,795.936673309011,1156.34405545499
55861.8085106383,834.524617841489,680.750809289537,987.451072518094
55866.5957446809,967.400816797804,787.518625454752,1151.2445746268
55867.5531914894,1153.80776990923,942.111985662152,1364.39453132632
55872.3374176025,1149.52646409948,903.55946435418,1439.72227122574
55888.8639717102,1074.41871891996,871.979444880766,1285.83762591797
55903.236038208,1123.86665874138,916.299363523295,1333.78837034937
55907.5,1694.58268436382,1381.5581488125,2014.46196503441
55907.5,1233.03385052994,1006.46793555789,1462.28142467853
55920.0165176392,1107.20557150263,901.892359940591,1318.14384115746
55923.5416666667,1172.31175181521,957.036702101093,1386.15906804385
55930.4166666667,1394.21953860193,1136.67913869597,1654.51037585724
55932.7083333333,1383.10624187984,1129.414291118,1635.35851699508
55934.2526283264,1121.46341106271,915.200802501919,1329.90505879926
55935.75,1083.97493814255,881.962585706141,1293.45500718988
55938.73239442,947.693765402038,773.345095044965,1120.89402230566
55942.1693382263,1083.4773567915,884.731185395398,1281.17399004834
55946.4583333333,1713.97698261335,1398.24845666968,2035.20346076872
55948.7662639618,1415.04793126249,1142.80657188776,1710.81149056668
55952.3076923077,1681.95570436702,1374.26470527013,1988.71225703589
55952.3076923077,1689.58220614014,1366.31505937777,2039.83737928183
55955.36419487,988.146478427469,806.35112639915,1168.59259591527
55959.12,1464.2705665472,1148.0329674468,1848.21861036782
55963.2809066772,1484.42482107499,1165.99009383697,1865.84685417421
55969.6153846154,1284.38551640974,1048.91790540067,1522.44440943502
55992.6923076923,1633.98323681236,1331.35844237066,1944.18744817911
55992.6923076923,1441.33493427354,1175.71364435028,1710.8366482487
55993.1607494354,1790.40570066226,1431.92436533062,2196.46065292513
55993.80281696,2624.97009106136,2131.78396266527,3156.67468446539
56003.5756700039,1270.41632603563,1035.10059795482,1513.47914622757
56004.2307692308,1645.73902201304,1345.16148139178,1948.32993333007
56004.2307692308,1660.51076780718,1351.8997000498,1979.25611709204
56005,1477.76134702181,1200.12926909042,1766.58460882603
56013.6369812489,1431.93415006898,1164.82555066617,1710.33699685808
56018.7253341675,872.209166317798,709.924727478881,1038.63262597665
56021,997.275200642089,814.054735743272,1182.58656148572
56021.675675676,958.471526835271,779.907395141728,1143.09729167427
56025,872.988197513702,710.311298560035,1038.80343164226
56029,1208.39318009327,986.394398098772,1428.9913834413
56029,958.703445107453,782.256429165564,1133.89183638192
56031,873.038608763325,709.454421929795,1041.72933142984
56031.7794342041,864.265221116798,688.913228519167,1060.99262853765
56039,888.1509653651,723.894043359277,1053.58039601308
56039,885.048387545546,722.150795408758,1046.83251189614
56051.0394477844,1060.61210769281,864.065551083398,1262.54069625809
56072.8374900818,924.228197238446,752.371425988642,1099.86853907697
56089.8769340515,867.427907615476,706.459005104498,1030.35250792346
56136.1739959717,953.362525024688,775.78415506721,1136.4655106454
56152.4185791016,1138.82499994294,927.986834209393,1354.88668746206
56162.04855847,834.149924882269,680.376598282189,986.522333362056
56163.7897872925,863.189818204056,703.744830111626,1024.34859260983
56176,1061.2310855055,865.833956139526,1255.44700969756
56176,1002.52868024013,818.445380936395,1185.1419186883
56176,991.664505276386,809.618889459894,1172.87599749978
56214.1479949952,1021.43299181191,831.750777802236,1216.97163072514
56246.637161255,878.692796997319,714.790765918465,1047.42528938049
56448.8822212223,703.153758068402,568.595249556844,845.715604875425
65614.1,1101.76140896826,892.808334097201,1323.20947618427
65921.2,803.21550443297,654.349876980329,950.882543995718
65957,928.625196336445,757.031295923765,1101.26739290866
65986.3,631.763675031291,511.671007229243,755.356805415399
65997.5,466.712820740867,378.533212435949,553.892036471289
66020,1202.7504058875,982.315108457088,1425.18822495211
66039,1819.84193207371,1488.40505834111,2150.7092770136
66039,1604.5494507813,1310.66440190899,1901.67283025096
66039,1992.81573804625,1601.21139718756,2431.20973350499
66045.6,1002.06683490105,817.706419303577,1185.34757424464
66054,914.53590284189,745.847609943681,1082.22269426598
66094,915.997773133722,746.863405455151,1084.12950702813
66132.32653,748.56142403973,609.957318336887,885.507146573429
66172.67732,1383.69381752637,1130.05809414818,1636.67981002417
66320,974.47417910433,795.330548780868,1155.45876700892
66820,1004.15350908134,819.625972632723,1187.11192783171
66820,1084.96778555818,885.484064062818,1283.17991293282
