age_tuned,ISOBENbinned_d13Ccount,ISOBENbinned_d13C,ISOBENbinned_d13Cinterp,ISOBENbinned_d18Ocount,ISOBENbinned_d18O,ISOBENbinned_d18Ointerp,ISOBENd13cLOESSsmooth,ISOBENd18oLOESSsmooth,ISOBENLOESSsmooth_pts,ISOBENd13cLOESSsmoothLongTerm,ISOBENd18oLOESSsmoothLongTerm,ISOBENLOESSsmooth_pts
7.126,2,-0.125,-0.125,2,2.95500004291534,2.95500004291534,0.062777802,2.8907957,10pts smooth,0.1510869,3.0605874,500pts smooth
7.128,1,0.189999997615814,0.189999997615814,1,2.85999989509582,2.85999989509582,0.088305414,2.921932,10pts smooth,0.15355721,3.0600984,500pts smooth
7.13,2,0.215000003576278,0.215000003576278,2,2.95000004768371,2.95000004768371,0.10641856,2.980829,10pts smooth,0.15602027,3.0596144,500pts smooth
7.132,1,0.0399999991059303,0.0399999991059303,1,3.15000009536743,3.15000009536743,0.047209699,3.0620294,10pts smooth,0.15847541,3.0591359,500pts smooth
7.134,2,-0.0249999994412064,-0.0249999994412064,2,3.08000004291534,3.08000004291534,-0.009081644,3.140866,10pts smooth,0.16092198,3.0586631,500pts smooth
7.136,1,-0.150000005960464,-0.150000005960464,1,3.1800000667572,3.1800000667572,0.0021767053,3.1763368,10pts smooth,0.16335928,3.0581958,500pts smooth
7.138,2,0.0900000026449561,0.0900000026449561,2,3.23500001430511,3.23500001430511,0.044723716,3.1811869,10pts smooth,0.16578667,3.0577345,500pts smooth
7.14,1,0.209999993443489,0.209999993443489,1,3.20000004768371,3.20000004768371,0.1341235,3.14416,10pts smooth,0.16820346,3.0572793,500pts smooth
7.142,1,0.189999997615814,0.189999997615814,1,2.95000004768371,2.95000004768371,0.22562215,3.0877633,10pts smooth,0.17060898,3.0568304,500pts smooth
7.144,2,0.330000013113021,0.330000013113021,2,3.08999991416931,3.08999991416931,0.25281984,3.0131326,10pts smooth,0.17300257,3.0563877,500pts smooth
7.146,1,0.150000005960464,0.150000005960464,1,2.92000007629394,2.92000007629394,0.26853839,2.9372005,10pts smooth,0.17538354,3.0559518,500pts smooth
7.148,2,0.45499999821186,0.45499999821186,2,2.97000002861022,2.97000002861022,0.31589672,2.8758743,10pts smooth,0.17775124,3.0555224,500pts smooth
7.15,1,0.170000001788139,0.170000001788139,1,2.70000004768371,2.70000004768371,0.36548632,2.8375132,10pts smooth,0.180105,3.0551002,500pts smooth
7.152,2,0.489999994635582,0.489999994635582,2,2.85000002384185,2.85000002384185,0.40708029,2.8606024,10pts smooth,0.18244413,3.0546849,500pts smooth
7.154,2,0.534999996423721,0.534999996423721,2,2.9650000333786,2.9650000333786,0.42712972,2.9116211,10pts smooth,0.18476796,3.0542769,500pts smooth
7.156,1,0.389999985694885,0.389999985694885,1,2.92000007629394,2.92000007629394,0.40797231,2.9850004,10pts smooth,0.18707585,3.0538764,500pts smooth
7.158,2,0.280000001192092,0.280000001192092,2,3.1450001001358,3.1450001001358,0.36165598,3.0507634,10pts smooth,0.1893671,3.0534832,500pts smooth
7.16,2,0.205000005662441,0.205000005662441,2,3.08999991416931,3.08999991416931,0.26787344,3.0661614,10pts smooth,0.19164105,3.053098,500pts smooth
7.162,2,0.520000010728836,0.520000010728836,2,2.91500008106231,2.91500008106231,0.18551765,3.0571742,10pts smooth,0.19389702,3.0527208,500pts smooth
7.164,1,-0.289999991655349,-0.289999991655349,1,3.21000003814697,3.21000003814697,0.17413601,3.0101802,10pts smooth,0.19613436,3.0523517,500pts smooth
7.166,2,0.365000009536743,0.365000009536743,2,2.80000007152557,2.80000007152557,0.17119496,2.9552712,10pts smooth,0.19835238,3.0519907,500pts smooth
7.168,1,0.209999993443489,0.209999993443489,1,3.02999997138977,3.02999997138977,0.17170119,2.9141083,10pts smooth,0.20055042,3.0516384,500pts smooth
7.17,2,0.189999997615814,0.189999997615814,2,2.79499995708465,2.79499995708465,0.16627005,2.8920765,10pts smooth,0.20272781,3.0512946,500pts smooth
7.172,2,0.0600000005215406,0.0600000005215406,2,2.875,2.875,0.080588385,2.9206412,10pts smooth,0.20488387,3.0509593,500pts smooth
7.174,1,-0.0399999991059303,-0.0399999991059303,1,3.10999989509582,3.10999989509582,-0.0080237547,2.9747677,10pts smooth,0.20701794,3.0506334,500pts smooth
7.176,2,0.0249999994412064,0.0249999994412064,2,2.95999991893768,2.95999991893768,-0.022497253,3.0613408,10pts smooth,0.20912935,3.0503163,500pts smooth
7.178,2,-0.135000000707805,-0.135000000707805,2,3.14000010490417,3.14000010490417,-0.0047128033,3.1455832,10pts smooth,0.2112174,3.0500088,500pts smooth
7.18,1,0.140000000596046,0.140000000596046,1,3.25,3.25,0.050043527,3.1924908,10pts smooth,0.21328592,3.0497072,500pts smooth
7.182,2,0.119999999180436,0.119999999180436,2,3.23500001430511,3.23500001430511,0.11347635,3.2212837,10pts smooth,0.21533939,3.0494084,500pts smooth
7.184,1,0.219999998807907,0.219999998807907,1,3.15000009536743,3.15000009536743,0.15197192,3.2289062,10pts smooth,0.2173782,3.0491128,500pts smooth
7.186,2,0.104999996721744,0.104999996721744,2,3.19500005245208,3.19500005245208,0.2031469,3.1802075,10pts smooth,0.2194027,3.0488203,500pts smooth
7.188,1,0.200000002980232,0.200000002980232,1,3.25,3.25,0.25570393,3.1145573,10pts smooth,0.2214133,3.0485311,500pts smooth
7.19,2,0.400000005960464,0.400000005960464,2,2.90000009536743,2.90000009536743,0.31908241,3.0398779,10pts smooth,0.22341037,3.048245,500pts smooth
7.192,2,0.430000007152557,0.430000007152557,2,3.00499999523162,3.00499999523162,0.37950906,2.9744329,10pts smooth,0.22539429,3.0479624,500pts smooth
7.194,0,,0.382500004023313,0,,2.96249997615814,0.42451781,2.9661438,10pts smooth,0.22736545,3.0476832,500pts smooth
7.196,2,0.335000000894069,0.335000000894069,2,2.91999995708465,2.91999995708465,0.44386876,2.9808609,10pts smooth,0.22932422,3.0474079,500pts smooth
7.198,1,0.579999983310699,0.579999983310699,1,3.09999990463256,3.09999990463256,0.41770306,3.009599,10pts smooth,0.23127098,3.0471361,500pts smooth
7.2,1,0.409999996423721,0.409999996423721,1,3,3,0.37799481,3.0390449,10pts smooth,0.23320612,3.0468681,500pts smooth
7.202,1,0.189999997615814,0.189999997615814,1,3.05999994277954,3.05999994277954,0.3210049,3.0451562,10pts smooth,0.23513001,3.0466042,500pts smooth
7.204,1,0.310000002384185,0.310000002384185,1,3.06999993324279,3.06999993324279,0.27200675,3.0466571,10pts smooth,0.23704305,3.0463443,500pts smooth
7.206,1,0.230000004172325,0.230000004172325,1,3,3,0.29287368,3.0517707,10pts smooth,0.2389456,3.0460885,500pts smooth
7.208,2,0.394999995827674,0.394999995827674,2,3.09499990940094,3.09499990940094,0.32694304,3.0605619,10pts smooth,0.24083805,3.0458369,500pts smooth
7.21,1,0.349999994039535,0.349999994039535,1,3.04999995231628,3.04999995231628,0.33966902,3.07425,10pts smooth,0.24272078,3.0455897,500pts smooth
7.212,0,,0.319999992847449,0,,3.10500001907347,0.33926967,3.0906649,10pts smooth,0.24459417,3.045347,500pts smooth
7.214,1,0.289999991655349,0.289999991655349,1,3.16000008583068,3.16000008583068,0.29393837,3.1110127,10pts smooth,0.24645859,3.0451086,500pts smooth
7.216,1,0.300000011920929,0.300000011920929,1,3.02999997138977,3.02999997138977,0.24533913,3.1349368,10pts smooth,0.24831446,3.0448751,500pts smooth
7.218,2,0.219999998807907,0.219999998807907,2,3.21000003814697,3.21000003814697,0.21771306,3.1672723,10pts smooth,0.25016209,3.0446463,500pts smooth
7.22,1,0.109999999403953,0.109999999403953,1,3.23000001907348,3.23000001907348,0.23395146,3.1940198,10pts smooth,0.25200194,3.0444221,500pts smooth
7.222,1,0.319999992847442,0.319999992847442,1,3.19000005722045,3.19000005722045,0.26984724,3.2168126,10pts smooth,0.25383434,3.0442033,500pts smooth
7.224,1,0.389999985694885,0.389999985694885,1,3.25,3.25,0.3483243,3.2350678,10pts smooth,0.2556597,3.0439894,500pts smooth
7.226,2,0.36999998986721,0.36999998986721,2,3.14999997615814,3.14999997615814,0.4190653,3.2360516,10pts smooth,0.25747836,3.0437806,500pts smooth
7.228,1,0.439999997615814,0.439999997615814,1,3.30999994277954,3.30999994277954,0.40521985,3.1972766,10pts smooth,0.25929075,3.043577,500pts smooth
7.23,1,0.449999988079071,0.449999988079071,1,3.1800000667572,3.1800000667572,0.36520168,3.1439424,10pts smooth,0.26109722,3.0433788,500pts smooth
7.232,2,0.274999998509883,0.274999998509883,2,3.0200001001358,3.0200001001358,0.31332642,3.0807347,10pts smooth,0.26289815,3.0431862,500pts smooth
7.234,1,0.159999996423721,0.159999996423721,1,2.94000005722045,2.94000005722045,0.26863325,3.0203893,10pts smooth,0.26469392,3.042999,500pts smooth
7.236,2,0.299999997019767,0.299999997019767,2,3.05000007152557,3.05000007152557,0.27802771,2.9915884,10pts smooth,0.26648495,3.0428176,500pts smooth
7.238,3,0.350000003973643,0.350000003973643,3,3.01999998092651,3.01999998092651,0.30143091,2.9742002,10pts smooth,0.26827157,3.0426421,500pts smooth
7.24,2,0.340000003576278,0.340000003576278,2,2.9650000333786,2.9650000333786,0.32204202,2.95116,10pts smooth,0.27005419,3.0424724,500pts smooth
7.242,1,0.289999991655349,0.289999991655349,1,2.83999991416931,2.83999991416931,0.33301428,2.9374082,10pts smooth,0.27183315,3.0423086,500pts smooth
7.244,1,0.330000013113021,0.330000013113021,1,2.96000003814697,2.96000003814697,0.30973107,2.9496009,10pts smooth,0.27360889,3.042151,500pts smooth
7.246,2,0.304999992251396,0.304999992251396,2,3.04000008106231,3.04000008106231,0.28153092,2.9750612,10pts smooth,0.27538177,3.0419993,500pts smooth
7.248,2,0.25,0.25,2,3,3,0.26384386,3.0120978,10pts smooth,0.27715218,3.0418541,500pts smooth
7.25,3,0.196666667858759,0.196666667858759,3,3.01333332061767,3.01333332061767,0.24954009,3.0518098,10pts smooth,0.27892044,3.0417154,500pts smooth
7.252,2,0.299999997019767,0.299999997019767,2,3.07000005245208,3.07000005245208,0.24820563,3.0808535,10pts smooth,0.280687,3.0415833,500pts smooth
7.254,1,0.230000004172325,0.230000004172325,1,3.17000007629394,3.17000007629394,0.2404058,3.1141899,10pts smooth,0.28245223,3.0414574,500pts smooth
7.256,2,0.270000010728836,0.270000010728836,2,3.14999997615814,3.14999997615814,0.2326142,3.1425724,10pts smooth,0.28421646,3.0413387,500pts smooth
7.258,2,0.200000002980232,0.200000002980232,2,3.05499994754791,3.05499994754791,0.2217999,3.1487582,10pts smooth,0.28598014,3.0412264,500pts smooth
7.26,1,0.180000007152557,0.180000007152557,1,3.25999999046325,3.25999999046325,0.21787678,3.1448867,10pts smooth,0.28774363,3.0411212,500pts smooth
7.262,2,0.209999993443489,0.209999993443489,2,3.05999994277954,3.05999994277954,0.23264162,3.1382132,10pts smooth,0.28950727,3.041023,500pts smooth
7.264,2,0.359999999403953,0.359999999403953,2,3.18500006198883,3.18500006198883,0.25541654,3.1302245,10pts smooth,0.29127148,3.0409319,500pts smooth
7.266,2,0.214999996125698,0.214999996125698,2,3.06500005722045,3.06500005722045,0.27933246,3.1228371,10pts smooth,0.29303664,3.040848,500pts smooth
7.268,0,,0.292499992996437,0,,3.11750006675719,0.30536458,3.113529,10pts smooth,0.29480311,3.0407715,500pts smooth
7.27,2,0.36999998986721,0.36999998986721,2,3.17000007629394,3.17000007629394,0.34256935,3.1109505,10pts smooth,0.29657128,3.0407023,500pts smooth
7.272,2,0.340000003576278,0.340000003576278,2,3.01999998092651,3.01999998092651,0.37685859,3.0983806,10pts smooth,0.29834154,3.0406408,500pts smooth
7.274,2,0.434999987483024,0.434999987483024,2,3.11500000953674,3.11500000953674,0.38498142,3.0472438,10pts smooth,0.30011427,3.0405869,500pts smooth
7.276,2,0.420000001788139,0.420000001788139,2,3.01499998569488,3.01499998569488,0.38932702,2.9897399,10pts smooth,0.30188984,3.0405407,500pts smooth
7.278,1,0.300000011920929,0.300000011920929,1,2.88000011444091,2.88000011444091,0.40724757,2.9381669,10pts smooth,0.30366865,3.0405023,500pts smooth
7.28,2,0.439999997615814,0.439999997615814,2,2.90500009059906,2.90500009059906,0.42013419,2.9024396,10pts smooth,0.30545107,3.040472,500pts smooth
7.282,2,0.509999990463256,0.509999990463256,2,2.89999997615814,2.89999997615814,0.42352381,2.9131773,10pts smooth,0.30723745,3.0404496,500pts smooth
7.284,1,0.379999995231628,0.379999995231628,1,2.95000004768371,2.95000004768371,0.4182564,2.9439077,10pts smooth,0.30902821,3.0404353,500pts smooth
7.286,2,0.390000000596046,0.390000000596046,2,3.03000009059906,3.03000009059906,0.39164099,2.9845932,10pts smooth,0.31082371,3.0404294,500pts smooth
7.288,1,0.319999992847442,0.319999992847442,1,2.99000000953674,2.99000000953674,0.35590586,3.0355089,10pts smooth,0.31262437,3.0404317,500pts smooth
7.29,2,0.314999997615814,0.314999997615814,2,3.05000007152557,3.05000007152557,0.31603009,3.0983222,10pts smooth,0.31443051,3.0404427,500pts smooth
7.292,1,0.409999996423721,0.409999996423721,1,3.23000001907348,3.23000001907348,0.27917302,3.1532791,10pts smooth,0.31624258,3.040462,500pts smooth
7.294,2,0.124999996274709,0.124999996274709,2,3.19000005722045,3.19000005722045,0.27006909,3.17715,10pts smooth,0.31806087,3.0404902,500pts smooth
7.296,1,0.230000004172325,0.230000004172325,1,3.21000003814697,3.21000003814697,0.26100212,3.1891179,10pts smooth,0.31988585,3.0405271,500pts smooth
7.298,2,0.244999997317791,0.244999997317791,2,3.07499992847442,3.07499992847442,0.21747518,3.1904349,10pts smooth,0.32171786,3.0405726,500pts smooth
7.3,1,0.360000014305114,0.360000014305114,1,3.26999998092651,3.26999998092651,0.1686147,3.1860561,10pts smooth,0.32355729,3.0406275,500pts smooth
7.302,2,0.0899999979883432,0.0899999979883432,2,3.13999998569488,3.13999998569488,0.10441644,3.1916988,10pts smooth,0.3254045,3.0406911,500pts smooth
7.304,1,-0.239999994635582,-0.239999994635582,1,3.26999998092651,3.26999998092651,0.068857022,3.1893208,10pts smooth,0.32725987,3.0407641,500pts smooth
7.306,2,0.259999997913837,0.259999997913837,2,3.08999991416931,3.08999991416931,0.15208326,3.1542139,10pts smooth,0.32912382,3.0408463,500pts smooth
7.308,2,0.310000002384185,0.310000002384185,2,3.13999998569488,3.13999998569488,0.26587468,3.1109645,10pts smooth,0.33099672,3.0409381,500pts smooth
7.31,1,0.439999997615814,0.439999997615814,1,3.06999993324279,3.06999993324279,0.35626471,3.0823278,10pts smooth,0.33287892,3.0410392,500pts smooth
7.312,2,0.355000004172325,0.355000004172325,2,3.01500010490417,3.01500010490417,0.4206199,3.0511732,10pts smooth,0.33477083,3.0411499,500pts smooth
7.314,1,0.490000009536743,0.490000009536743,1,3.04999995231628,3.04999995231628,0.42035052,3.0028813,10pts smooth,0.33667311,3.0412674,500pts smooth
7.316,2,0.300000004470348,0.300000004470348,2,2.98500001430511,2.98500001430511,0.40913048,2.9524002,10pts smooth,0.33858582,3.041389,500pts smooth
7.318,1,0.439999997615814,0.439999997615814,1,2.86999988555908,2.86999988555908,0.42615023,2.9005754,10pts smooth,0.34050855,3.0415146,500pts smooth
7.32,2,0.450000002980232,0.450000002980232,2,2.81000006198883,2.81000006198883,0.41905722,2.8678989,10pts smooth,0.34244072,3.0416446,500pts smooth
7.322,1,0.479999989271163,0.479999989271163,1,2.90000009536743,2.90000009536743,0.4045265,2.8478756,10pts smooth,0.34438193,3.0417788,500pts smooth
7.324,1,0.289999991655349,0.289999991655349,1,2.83999991416931,2.83999991416931,0.3720015,2.8389969,10pts smooth,0.3463316,3.0419173,500pts smooth
7.326,1,0.310000002384185,0.310000002384185,1,2.91000008583068,2.91000008583068,0.33811453,2.854728,10pts smooth,0.34828931,3.0420601,500pts smooth
7.328,2,0.375,0.375,2,2.78499996662139,2.78499996662139,0.33810985,2.9242358,10pts smooth,0.35025454,3.0422072,500pts smooth
7.33,2,0.32999999821186,0.32999999821186,2,3.00499999523162,3.00499999523162,0.33983284,3.0068777,10pts smooth,0.35222682,3.0423591,500pts smooth
7.332,1,0.330000013113021,0.330000013113021,1,3.1800000667572,3.1800000667572,0.30455983,3.0890932,10pts smooth,0.35420564,3.0425153,500pts smooth
7.334,2,0.319999992847442,0.319999992847442,2,3.2150000333786,3.2150000333786,0.27031472,3.1594312,10pts smooth,0.3561905,3.0426762,500pts smooth
7.336,1,0.159999996423721,0.159999996423721,1,3.07999992370605,3.07999992370605,0.26497293,3.1767523,10pts smooth,0.35818097,3.0428417,500pts smooth
7.338,2,0.255000002682209,0.255000002682209,2,3.1800000667572,3.1800000667572,0.27133897,3.1671314,10pts smooth,0.3601765,3.0430119,500pts smooth
7.34,1,0.379999995231628,0.379999995231628,1,3.16000008583068,3.16000008583068,0.30133322,3.1423233,10pts smooth,0.36217663,3.0431869,500pts smooth
7.342,2,0.319999992847442,0.319999992847442,2,3.20000004768371,3.20000004768371,0.33098686,3.1122777,10pts smooth,0.36418086,3.0433667,500pts smooth
7.344,1,0.330000013113021,0.330000013113021,1,2.91000008583068,2.91000008583068,0.32301721,3.0757487,10pts smooth,0.36618873,3.0435514,500pts smooth
7.346,2,0.324999995529651,0.324999995529651,2,3.16999995708465,3.16999995708465,0.31329519,3.0474699,10pts smooth,0.36819971,3.043741,500pts smooth
7.348,1,0.200000002980232,0.200000002980232,1,2.94000005722045,2.94000005722045,0.32500213,3.0684111,10pts smooth,0.37021333,3.0439358,500pts smooth
7.35,1,0.479999989271163,0.479999989271163,1,3.1800000667572,3.1800000667572,0.34056178,3.0927746,10pts smooth,0.37222913,3.0441353,500pts smooth
7.352,2,0.355000004172325,0.355000004172325,2,3.10500001907348,3.10500001907348,0.36270252,3.0880473,10pts smooth,0.37424657,3.0443404,500pts smooth
7.354,1,0.310000002384185,0.310000002384185,1,3.06999993324279,3.06999993324279,0.38735512,3.0705278,10pts smooth,0.37626517,3.0445504,500pts smooth
7.356,2,0.399999991059303,0.399999991059303,2,2.95999991893768,2.95999991893768,0.40805179,3.0249703,10pts smooth,0.37828448,3.0447657,500pts smooth
7.358,2,0.445000007748603,0.445000007748603,2,3.07000005245208,3.07000005245208,0.41575769,2.9759133,10pts smooth,0.38030395,3.0449862,500pts smooth
7.36,1,0.519999980926513,0.519999980926513,1,2.85999989509582,2.85999989509582,0.38568538,2.9466586,10pts smooth,0.38232318,3.045212,500pts smooth
7.362,1,0.200000002980232,0.200000002980232,1,2.98000001907348,2.98000001907348,0.34876043,2.925715,10pts smooth,0.3843416,3.0454435,500pts smooth
7.364,2,0.389999985694885,0.389999985694885,2,2.88999998569488,2.88999998569488,0.32942042,2.9161358,10pts smooth,0.38635874,3.0456803,500pts smooth
7.366,1,0.180000007152557,0.180000007152557,1,2.9300000667572,2.9300000667572,0.31651443,2.9205046,10pts smooth,0.38837412,3.0459228,500pts smooth
7.368,2,0.485000014305114,0.485000014305114,2,2.88999998569488,2.88999998569488,0.32319364,2.9352005,10pts smooth,0.39038727,3.0461707,500pts smooth
7.37,1,0.310000002384185,0.310000002384185,1,3.01999998092651,3.01999998092651,0.32871142,2.9614825,10pts smooth,0.39239767,3.0464244,500pts smooth
7.372,2,0.270000003278255,0.270000003278255,2,3.03999996185302,3.03999996185302,0.30059585,3.0139318,10pts smooth,0.39440486,3.0466835,500pts smooth
7.374,2,0.269999995827674,0.269999995827674,2,2.92499995231628,2.92499995231628,0.27155462,3.0702796,10pts smooth,0.39640832,3.0469487,500pts smooth
7.376,1,0.25,0.25,1,3.25999999046325,3.25999999046325,0.26790783,3.1158233,10pts smooth,0.39840761,3.0472198,500pts smooth
7.378,2,0.300000004470348,0.300000004470348,2,3.12999999523162,3.12999999523162,0.27402765,3.1573374,10pts smooth,0.40040216,3.0474966,500pts smooth
7.38,1,0.300000011920929,0.300000011920929,1,3.15000009536743,3.15000009536743,0.28278583,3.1937087,10pts smooth,0.40239158,3.0477793,500pts smooth
7.382,2,0.280000008642673,0.280000008642673,2,3.22000002861022,3.22000002861022,0.30325311,3.2117503,10pts smooth,0.40437528,3.048068,500pts smooth
7.384,2,0.274999998509883,0.274999998509883,2,3.23500001430511,3.23500001430511,0.34700674,3.1980407,10pts smooth,0.40635288,3.048363,500pts smooth
7.386,1,0.479999989271163,0.479999989271163,1,3.19000005722045,3.19000005722045,0.39508563,3.1613483,10pts smooth,0.40832379,3.0486639,500pts smooth
7.388,2,0.444999992847442,0.444999992847442,2,3.10000002384185,3.10000002384185,0.44384757,3.1208417,10pts smooth,0.41028756,3.0489709,500pts smooth
7.39,1,0.46000000834465,0.46000000834465,1,2.97000002861022,2.97000002861022,0.47209004,3.0982759,10pts smooth,0.41224372,3.0492845,500pts smooth
7.392,1,0.449999988079071,0.449999988079071,1,3.21000003814697,3.21000003814697,0.4871293,3.0788941,10pts smooth,0.41419178,3.0496042,500pts smooth
7.394,2,0.599999994039535,0.599999994039535,2,3.08499991893768,3.08499991893768,0.49791047,3.0726757,10pts smooth,0.41613123,3.0499301,500pts smooth
7.396,1,0.419999986886978,0.419999986886978,1,2.99000000953674,2.99000000953674,0.50813878,3.0600536,10pts smooth,0.41806158,3.0502627,500pts smooth
7.398,2,0.45499999821186,0.45499999821186,2,3.03499996662139,3.03499996662139,0.51747566,3.0024483,10pts smooth,0.41998237,3.0506015,500pts smooth
7.4,1,0.649999976158142,0.649999976158142,1,3.01999998092651,3.01999998092651,0.51580703,2.9499743,10pts smooth,0.42189309,3.0509472,500pts smooth
7.402,2,0.480000004172325,0.480000004172325,2,2.79499995708465,2.79499995708465,0.49685684,2.9467497,10pts smooth,0.42379326,3.0512991,500pts smooth
7.404,2,0.434999987483024,0.434999987483024,2,3,3,0.46895379,2.9538231,10pts smooth,0.42568237,3.0516579,500pts smooth
7.406,1,0.400000005960464,0.400000005960464,1,3,3,0.42786327,2.9518099,10pts smooth,0.42755994,3.0520234,500pts smooth
7.408,2,0.429999992251396,0.429999992251396,2,2.98500001430511,2.98500001430511,0.38857985,2.9546299,10pts smooth,0.42942551,3.0523956,500pts smooth
7.41,1,0.340000003576278,0.340000003576278,1,3,3,0.36820289,2.9527278,10pts smooth,0.43127853,3.0527747,500pts smooth
7.412,1,0.379999995231628,0.379999995231628,1,2.75999999046325,2.75999999046325,0.35237345,2.9721541,10pts smooth,0.43311858,3.0531607,500pts smooth
7.414,2,0.305000007152557,0.305000007152557,2,3.11000001430511,3.11000001430511,0.33515185,3.0687003,10pts smooth,0.43494514,3.0535536,500pts smooth
7.416,2,0.334999993443489,0.334999993443489,2,3.28999996185302,3.28999996185302,0.32220837,3.179271,10pts smooth,0.43675771,3.0539534,500pts smooth
7.418,1,0.340000003576278,0.340000003576278,1,3.22000002861022,3.22000002861022,0.31054181,3.2694426,10pts smooth,0.43855584,3.0543604,500pts smooth
7.42,2,0.260000001639127,0.260000001639127,2,3.33000004291534,3.33000004291534,0.30696687,3.3248746,10pts smooth,0.440339,3.0547745,500pts smooth
7.422,1,0.379999995231628,0.379999995231628,1,3.36999988555908,3.36999988555908,0.32887778,3.2993443,10pts smooth,0.44210669,3.0551958,500pts smooth
7.424,2,0.270000003278255,0.270000003278255,2,3.17499995231628,3.17499995231628,0.36248922,3.2421708,10pts smooth,0.44385847,3.0556242,500pts smooth
7.426,1,0.419999986886978,0.419999986886978,1,3.19000005722045,3.19000005722045,0.40729567,3.1600871,10pts smooth,0.44559383,3.0560601,500pts smooth
7.428,2,0.510000005364418,0.510000005364418,2,3.05999994277954,3.05999994277954,0.43783113,3.0721483,10pts smooth,0.4473123,3.0565033,500pts smooth
7.43,1,0.509999990463256,0.509999990463256,1,2.97000002861022,2.97000002861022,0.41066095,3.0124917,10pts smooth,0.44901335,3.0569539,500pts smooth
7.432,2,0.234999997541308,0.234999997541308,2,3.00999999046325,3.00999999046325,0.38097727,2.9626172,10pts smooth,0.4506965,3.0574119,500pts smooth
7.434,2,0.339999996125698,0.339999996125698,2,2.90999996662139,2.90999996662139,0.38585815,2.9155533,10pts smooth,0.45236129,3.0578775,500pts smooth
7.436,1,0.430000007152557,0.430000007152557,1,2.89000010490417,2.89000010490417,0.39999932,2.8845744,10pts smooth,0.45400721,3.0583508,500pts smooth
7.438,1,0.550000011920929,0.550000011920929,1,2.88000011444091,2.88000011444091,0.43722183,2.883379,10pts smooth,0.45563379,3.0588317,500pts smooth
7.44,1,0.389999985694885,0.389999985694885,1,2.82999992370605,2.82999992370605,0.47123641,2.9037254,10pts smooth,0.45724049,3.0593202,500pts smooth
7.442,2,0.419999986886978,0.419999986886978,2,3.01499998569488,3.01499998569488,0.46396875,2.9625056,10pts smooth,0.4588269,3.0598166,500pts smooth
7.444,1,0.519999980926513,0.519999980926513,1,3.02999997138977,3.02999997138977,0.44323361,3.0254009,10pts smooth,0.46039248,3.0603206,500pts smooth
7.446,0,,0.429999992251416,0,,3.06499993801116,0.42146537,3.0534179,10pts smooth,0.46197733,3.0608406,500pts smooth
7.448,1,0.340000003576278,0.340000003576278,1,3.09999990463256,3.09999990463256,0.39248684,3.0702062,10pts smooth,0.46362048,3.061384,500pts smooth
7.45,2,0.399999991059303,0.399999991059303,2,3.03499996662139,3.03499996662139,0.34024101,3.0687351,10pts smooth,0.46531963,3.0619497,500pts smooth
7.452,1,0.270000010728836,0.270000010728836,1,3.06999993324279,3.06999993324279,0.3148199,3.088726,10pts smooth,0.46707261,3.0625377,500pts smooth
7.454,1,0.280000001192092,0.280000001192092,1,3.11999988555908,3.11999988555908,0.29717225,3.1142058,10pts smooth,0.46887714,3.0631471,500pts smooth
7.456,2,0.339999996125698,0.339999996125698,2,3.13499999046325,3.13499999046325,0.2874594,3.14305,10pts smooth,0.47073105,3.0637772,500pts smooth
7.458,1,0.259999990463256,0.259999990463256,1,3.22000002861022,3.22000002861022,0.28462899,3.1704004,10pts smooth,0.47263208,3.0644276,500pts smooth
7.46,1,0.25,0.25,1,3.21000003814697,3.21000003814697,0.27486303,3.2085638,10pts smooth,0.47457799,3.0650976,500pts smooth
7.462,1,0.360000014305114,0.360000014305114,1,3.08999991416931,3.08999991416931,0.27991098,3.2323322,10pts smooth,0.47656658,3.0657864,500pts smooth
7.464,2,0.215000003576278,0.215000003576278,2,3.29999995231628,3.29999995231628,0.33174497,3.2067821,10pts smooth,0.47859561,3.0664935,500pts smooth
7.466,1,0.400000005960464,0.400000005960464,1,3.28999996185302,3.28999996185302,0.39500296,3.1539783,10pts smooth,0.48066285,3.0672183,500pts smooth
7.468,1,0.560000002384185,0.560000002384185,1,3.00999999046325,3.00999999046325,0.4672507,3.0474927,10pts smooth,0.48276609,3.0679605,500pts smooth
7.47,1,0.430000007152557,0.430000007152557,1,2.79999995231628,2.79999995231628,0.52095431,2.9456484,10pts smooth,0.4849031,3.0687189,500pts smooth
7.472,2,0.620000004768371,0.620000004768371,2,2.9650000333786,2.9650000333786,0.49315724,2.9344125,10pts smooth,0.4870716,3.0694933,500pts smooth
7.474,1,0.419999986886978,0.419999986886978,1,2.89000010490417,2.89000010490417,0.44636753,2.9426672,10pts smooth,0.48926947,3.0702827,500pts smooth
7.476,1,0.330000013113021,0.330000013113021,1,3.10999989509582,3.10999989509582,0.40377045,2.9242327,10pts smooth,0.49149439,3.0710869,500pts smooth
7.478,1,0.419999986886978,0.419999986886978,1,2.88000011444091,2.88000011444091,0.38061646,2.9060841,10pts smooth,0.49374416,3.0719051,500pts smooth
7.48,1,0.379999995231628,0.379999995231628,1,2.77999997138977,2.77999997138977,0.44680107,2.8895285,10pts smooth,0.49601656,3.0727367,500pts smooth
7.482,0,,0.509999990463256,0,,2.86500000953674,0.52006036,2.8871679,10pts smooth,0.49830934,3.0735812,500pts smooth
