clade	species	ts	te	ts	te	ts	te	ts	te	ts	te	ts	te	ts	te	ts	te	ts	te	ts	te	ts	te	ts	te	ts	te	ts	te	ts	te	ts	te	ts	te	ts	te	ts	te	ts	te
0.0	1.0	45.978227834578206	44.768462421606635	45.911964844282195	44.77202365580006	45.9055485359811	44.77832021676668	45.996518113342084	44.76595959453035	46.036535570376095	44.77090811035982	45.98264067209098	44.82984527731713	45.975788392956815	44.70553858311083	45.92421223543813	44.86528740717461	46.046038424909504	44.80614082470522	45.96476927257385	44.746253446816816	45.96178545867342	44.74094399396681	45.97897850939002	44.826294496959875	45.96425584246794	44.843759837619096	45.946380839145775	44.7861411929005	45.989641267663	44.74192183036772	45.9141925849811	44.76970168676736	45.98290566520353	44.781290122529505	45.97926516434573	44.753048609683866	45.97298114505994	44.79784988587005	45.94149002107947	44.84745818745847
0.0	2.0	48.62221398703483	44.30380611721116	48.77795165058803	44.42391795442011	48.651745791099216	44.53360403041787	48.6327096852012	44.39665420371731	48.6818325366916	44.49669074485431	48.75979517636625	44.52264385510307	48.63162434737491	44.406050779387456	48.61198983392501	44.42810858407368	48.57536255914237	44.56311931741157	48.62461518194313	44.473476900630786	48.686327387759974	44.381442012706	48.600925416893105	44.53887117898557	48.6252021982646	44.458473488932135	48.66809017314951	44.4696161321316	48.65309440128207	44.43725435259582	48.64294808084123	44.456978626320186	48.75853386463708	44.47111855501371	48.607452070635496	44.5117695297096	48.649021382331746	44.39077309904699	48.642353430368026	44.343771338944556
0.0	3.0	48.685532660344855	41.8419927514796	48.653327666612945	41.627771255629995	48.69371812214809	41.72608620513125	48.72326524227939	41.81623544328991	48.68406725072016	41.48515045068584	48.6978630882837	41.77720291184935	48.65867669245067	41.460064329567935	48.64375428321627	41.83357248287768	48.637813716496744	41.77679180034815	48.713278008521144	41.80395862301549	48.702146861709856	41.793755675545036	48.63998520471809	41.625416084325536	48.64177920023589	41.52828503298008	48.738105730643525	41.82077151722737	48.656700524234616	41.707103833634356	48.65113693225882	41.76551449669018	48.74790752240443	41.827753781085505	48.68105253821689	41.73099564098328	48.71214406432317	41.56098136653141	48.71029808622628	41.672078959691454
0.0	4.0	45.94297852990607	44.81112852478922	45.95968063232997	44.70517894460431	45.934823464319216	44.82893963169791	45.94854211494656	44.58561425572518	45.95223360137076	44.703542581307154	46.01885718635191	44.720452332124495	45.91040620675951	44.78469049430427	45.95641215940201	44.851192140680546	45.924702203596176	44.79137685437684	45.90033697094673	44.65926685264013	45.99942690386918	44.71445482654254	45.852487847326266	44.85361539662932	45.98112385861507	44.77242081505189	45.99474428873459	44.7242492322874	45.935230525717856	44.793396459162096	45.948596307091194	44.813710628667174	45.98371515928797	44.669810257252685	46.026671172428685	44.62725013002974	45.939555804023	44.70032994606366	45.90208698284663	44.801177997137266
0.0	5.0	40.398220549417985	39.20271446401888	40.53302033524056	39.13503573884876	40.523104378976235	39.25368558559503	40.437214021032496	39.15306393387007	40.28805688944071	39.18200202775298	40.37816097920654	39.32667657827127	40.417551934632144	39.2891281682252	40.61734618991121	39.08766433064105	40.56149344291567	39.18278275255224	40.48958391983074	39.14299247654236	40.35479041617613	39.22366020304511	40.58719468234403	39.06698579650063	40.3427692697706	39.168672797402216	40.470759835509625	39.24267382581268	40.469943159269945	39.1982030177196	40.30159567270877	39.24475773541101	40.435205170121385	39.2766566041137	40.37158246423102	39.23571462269419	40.484408749231434	39.22151325515617	40.52487383370888	39.17387038141738
0.0	6.0	40.6096480329425	39.535275188508635	40.43759942780328	39.53186515424062	40.76201345442323	39.54510756499529	40.810628675974186	39.527397199058605	41.03687893158703	39.36895069442881	40.828579086616486	39.53830012405624	40.71258366611383	39.55345713686962	40.82148234354581	39.52331740324358	40.68088434112706	39.54943592886039	40.801512161319195	39.44717630768694	40.62829856631711	39.509041742051785	40.709968294823234	39.425001367111044	40.55768948324552	39.50789610765017	40.63132053105676	39.51495591468076	40.53627114747528	39.53540421945266	40.53486211720838	39.54316337842217	40.68893876999531	39.52971981510991	40.71710382497198	39.530460699883854	40.4616677998685	39.52607208941498	40.672802165378016	39.48281151086573
0.0	7.0	37.50129961507307	36.40104128448707	37.362927040519196	36.37093958251921	37.561982029884106	36.40187983084249	37.455113675671605	36.42361742402882	37.292757254367935	36.49441145259867	37.421125904496414	36.41878925300924	37.56385007519989	36.37175470640793	37.30133870970667	36.46542832909778	37.40564871522666	36.46332705778461	37.40277769688788	36.44693532390288	37.50862776869381	36.4258574101906	37.76174824896655	36.39592857213523	37.43659801705864	36.417426983376906	37.64026232590937	36.38925769431862	37.50516726695337	36.40095730860877	37.548840249749674	36.42451573002325	37.60564571479326	36.40866008868896	37.583991639311364	36.39808059006039	37.564231890845456	36.43954786109396	37.63684134786552	36.413695370757836
0.0	8.0	35.65953627049968	33.41786422174405	35.627795430997	33.421623467796316	35.73247752812753	33.37947616830191	35.62846374982374	33.41334656849827	35.635759507240635	33.38481723132415	35.68687344214823	33.424154158177565	35.77954970925285	33.40164321707672	35.70118307088572	33.43019976895239	35.67152458914094	33.39108887850478	35.68194433099767	33.43613754871977	35.681057217672446	33.41052676112377	35.660032303074864	33.434017320084294	35.66023542123516	33.405865282547175	35.6544437058505	33.41600939200336	35.65743107480047	33.40787846522275	35.655004490254775	33.40280423313551	35.71823151338484	33.42416722929675	35.668999778062805	33.36795065138923	35.64713595049976	33.414444263016755	35.66981107347273	33.4211024133948
0.0	9.0	35.47070103971602	34.79547759698179	35.45417624692983	34.78554085350243	35.52542580585145	34.79018847831352	35.45350434800562	34.78572247721757	35.497697970352796	34.789105618587996	35.470102766510564	34.805408318731075	35.457486455344615	34.770063026751956	35.47609250189464	34.78128195698818	35.50218173062268	34.7763107301926	35.46319229835011	34.78021207887827	35.475365342528285	34.780490967922745	35.43279639325251	34.78307661479973	35.4448832403882	34.79726030916264	35.48973369569442	34.802638330403	35.513849741758904	34.78265122452318	35.45887590414958	34.794512488943155	35.50642301346279	34.78309819756942	35.533672264894484	34.773263810405986	35.47105636903943	34.78531208242434	35.45974102993522	34.790009277731706
0.0	10.0	19.76116940591991	19.311400110515088	19.799579266414494	19.25798065269864	19.82241430464975	19.297190548357207	19.810397822776284	19.231368820533497	19.794484502909683	19.288443092248755	19.787409245055994	19.24039364244829	19.73966671923896	19.291523272490142	19.859876916725433	19.289787929525733	19.798483320557292	19.23717202909571	19.746829455979245	19.294961634920764	19.77989377301563	19.295202014180184	19.78512131270733	19.27008142391908	19.748768779839622	19.30073387277684	19.760105796735537	19.296315004072465	19.780454687570778	19.300701088042096	19.773362859733393	19.297045474227993	19.79805139121605	19.296007305217596	19.79760953232205	19.278661821078117	19.775597231140548	19.2971854587653	19.78544722526591	19.27268325700355
